context_switches,cpu_usage,execution_time_us,hw_branch_instructions,hw_branch_misses,hw_cache_misses,hw_cache_references,hw_cpu_cycles,hw_instructions,hw_telemetry_available,max_rss_kb,sw_context_switches,sw_cpu_migrations,sw_page_faults,synthetic_branch_proxy,synthetic_cache_proxy,label
0.0,12.0,11.458,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,14.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.416,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.416,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,11.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,15.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,14.083,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,12.542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.416,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,11.417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.541,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.416,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.584,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.792,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,12.667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,12.541,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,16.0,16.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,17.0,13.459,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.458,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.584,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,15.0,13.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.416,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,15.0,13.958,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,12.667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,11.416,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.584,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,11.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.958,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,11.0,11.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,11.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,332201984.0,-1.0,-1.0,-1.0,0.0,0.0,0
